OBJECTID *,Shape *,admin2Name_es,admin2Pcode,admin2RefName,admin2AltName1_es,admin2AltName2_es,admin1Name_es,admin1Pcode,admin0Name_es,admin0Pcode,date,validOn,validTo,Shape_Length,Shape_Area,,,,,,,,,,,,,,,,,,,,,,,,,
396,Polygon,Guadalupe,CO05315,<Null>,<Null>,<Null>,Antioquia,CO05,Colombia,CO,1/1/18,4/16/20,<Null>,0.494725,0.009667,,,,,,,,,,,,,,,,,,,,,,,,,
397,Polygon,Guadalupe,CO41319,<Null>,<Null>,<Null>,Huila,CO41,Colombia,CO,1/1/18,4/16/20,<Null>,0.748569,0.020274,,,,,,,,,,,,,,,,,,,,,,,,,
398,Polygon,Guadalupe,CO68320,<Null>,<Null>,<Null>,Santander,CO68,Colombia,CO,1/1/18,4/16/20,<Null>,0.581719,0.011955,,,,,,,,,,,,,,,,,,,,,,,,,
399,Polygon,Guaduas,CO25320,<Null>,<Null>,<Null>,Cundinamarca,CO25,Colombia,CO,1/1/18,4/16/20,<Null>,1.570907,0.062283,,,,,,,,,,,,,,,,,,,,,,,,,
400,Polygon,Guaitarilla,CO52320,<Null>,<Null>,<Null>,Nariño,CO52,Colombia,CO,1/1/18,4/16/20,<Null>,0.488589,0.009451,,,,,,,,,,,,,,,,,,,,,,,,,
401,Polygon,Gualmatán,CO52323,Gualmatan,<Null>,<Null>,Nariño,CO52,Colombia,CO,1/1/18,4/16/20,<Null>,0.240923,0.002425,,,,,,,,,,,,,,,,,,,,,,,,,
402,Polygon,Guamal,CO47318,<Null>,<Null>,<Null>,Magdalena,CO47,Colombia,CO,1/1/18,4/16/20,<Null>,1.181234,0.046448,,,,,,,,,,,,,,,,,,,,,,,,,
403,Polygon,Guamal,CO50318,<Null>,<Null>,<Null>,Meta,CO50,Colombia,CO,1/1/18,4/16/20,<Null>,1.442186,0.048507,,,,,,,,,,,,,,,,,,,,,,,,,
404,Polygon,Guamo,CO73319,<Null>,<Null>,<Null>,Tolima,CO73,Colombia,CO,1/1/18,4/16/20,<Null>,1.1586,0.041178,,,,,,,,,,,,,,,,,,,,,,,,,
405,Polygon,Guapi,CO19318,<Null>,<Null>,<Null>,Cauca,CO19,Colombia,CO,1/1/18,4/16/20,<Null>,2.208288,0.207969,,,,,,,,,,,,,,,,,,,,,,,,,
406,Polygon,Guapotá,CO68322,Guapota,<Null>,<Null>,Santander,CO68,Colombia,CO,1/1/18,4/16/20,<Null>,0.363708,0.005499,,,,,,,,,,,,,,,,,,,,,,,,,
407,Polygon,Guaranda,CO70265,<Null>,<Null>,<Null>,Sucre,CO70,Colombia,CO,1/1/18,4/16/20,<Null>,1.423887,0.029704,,,,,,,,,,,,,,,,,,,,,,,,,
408,Polygon,Guarne,CO05318,<Null>,<Null>,<Null>,Antioquia,CO05,Colombia,CO,1/1/18,4/16/20,<Null>,0.706537,0.012399,,,,,,,,,,,,,,,,,,,,,,,,,
409,Polygon,Guasca,CO25322,<Null>,<Null>,<Null>,Cundinamarca,CO25,Colombia,CO,1/1/18,4/16/20,<Null>,0.943325,0.029394,,,,,,,,,,,,,,,,,,,,,,,,,
410,Polygon,Guatapé,CO05321,Guatape,<Null>,<Null>,Antioquia,CO05,Colombia,CO,1/1/18,4/16/20,<Null>,0.500452,0.006806,,,,,,,,,,,,,,,,,,,,,,,,,
411,Polygon,Guataquí,CO25324,Guataqui,<Null>,<Null>,Cundinamarca,CO25,Colombia,CO,1/1/18,4/16/20,<Null>,0.575712,0.00741,,,,,,,,,,,,,,,,,,,,,,,,,
412,Polygon,Guatavita,CO25326,<Null>,<Null>,<Null>,Cundinamarca,CO25,Colombia,CO,1/1/18,4/16/20,<Null>,0.749271,0.020576,,,,,,,,,,,,,,,,,,,,,,,,,
413,Polygon,Guateque,CO15322,<Null>,<Null>,<Null>,Boyacá,CO15,Colombia,CO,1/1/18,4/16/20,<Null>,0.287084,0.002947,,,,,,,,,,,,,,,,,,,,,,,,,
414,Polygon,Guática,CO66318,Guatica,<Null>,<Null>,Risaralda,CO66,Colombia,CO,1/1/18,4/16/20,<Null>,0.491848,0.008218,,,,,,,,,,,,,,,,,,,,,,,,,
415,Polygon,Guavatá,CO68324,Guavata,<Null>,<Null>,Santander,CO68,Colombia,CO,1/1/18,4/16/20,<Null>,0.461482,0.006843,,,,,,,,,,,,,,,,,,,,,,,,,
416,Polygon,Guayabal de Síquima,CO25328,Guayabal de Siquima,<Null>,<Null>,Cundinamarca,CO25,Colombia,CO,1/1/18,4/16/20,<Null>,0.444128,0.005044,,,,,,,,,,,,,,,,,,,,,,,,,
417,Polygon,Guayabetal,CO25335,<Null>,<Null>,<Null>,Cundinamarca,CO25,Colombia,CO,1/1/18,4/16/20,<Null>,0.828545,0.01815,,,,,,,,,,,,,,,,,,,,,,,,,
418,Polygon,Guayatá,CO15325,Guayata,<Null>,<Null>,Boyacá,CO15,Colombia,CO,1/1/18,4/16/20,<Null>,0.428039,0.00815,,,,,,,,,,,,,,,,,,,,,,,,,
419,Polygon,Güepsa,CO68327,Guepsa,<Null>,<Null>,Santander,CO68,Colombia,CO,1/1/18,4/16/20,<Null>,0.325107,0.002463,,,,,,,,,,,,,,,,,,,,,,,,,
420,Polygon,Güicán de la Sierra,CO15332,Guican de la Sierra,<Null>,<Null>,Boyacá,CO15,Colombia,CO,1/1/18,4/16/20,<Null>,1.537702,0.077778,,,,,,,,,,,,,,,,,,,,,,,,,
421,Polygon,Gutiérrez,CO25339,Gutierrez,<Null>,<Null>,Cundinamarca,CO25,Colombia,CO,1/1/18,4/16/20,<Null>,1.188741,0.036915,,,,,,,,,,,,,,,,,,,,,,,,,
422,Polygon,Hacarí,CO54344,Hacari,<Null>,<Null>,Norte de Santander,CO54,Colombia,CO,1/1/18,4/16/20,<Null>,1.001217,0.034386,,,,,,,,,,,,,,,,,,,,,,,,,
423,Polygon,Hatillo de Loba,CO13300,<Null>,<Null>,<Null>,Bolívar,CO13,Colombia,CO,1/1/18,4/16/20,<Null>,1.17935,0.015978,,,,,,,,,,,,,,,,,,,,,,,,,
424,Polygon,Hato,CO68344,<Null>,<Null>,<Null>,Santander,CO68,Colombia,CO,1/1/18,4/16/20,<Null>,0.611206,0.013817,,,,,,,,,,,,,,,,,,,,,,,,,
425,Polygon,Hato Corozal,CO85125,<Null>,<Null>,<Null>,Casanare,CO85,Colombia,CO,1/1/18,4/16/20,<Null>,7.428003,0.448879,,,,,,,,,,,,,,,,,,,,,,,,,
426,Polygon,Hatonuevo,CO44378,<Null>,<Null>,<Null>,La Guajira,CO44,Colombia,CO,1/1/18,4/16/20,<Null>,1.145352,0.017752,,,,,,,,,,,,,,,,,,,,,,,,,
427,Polygon,Heliconia,CO05347,<Null>,<Null>,<Null>,Antioquia,CO05,Colombia,CO,1/1/18,4/16/20,<Null>,0.538255,0.009376,,,,,,,,,,,,,,,,,,,,,,,,,
428,Polygon,Herrán,CO54347,Herran,<Null>,<Null>,Norte de Santander,CO54,Colombia,CO,1/1/18,4/16/20,<Null>,0.599446,0.008756,,,,,,,,,,,,,,,,,,,,,,,,,
429,Polygon,Herveo,CO73347,<Null>,<Null>,<Null>,Tolima,CO73,Colombia,CO,1/1/18,4/16/20,<Null>,1.02424,0.026309,,,,,,,,,,,,,,,,,,,,,,,,,
430,Polygon,Hispania,CO05353,<Null>,<Null>,<Null>,Antioquia,CO05,Colombia,CO,1/1/18,4/16/20,<Null>,0.354993,0.004692,,,,,,,,,,,,,,,,,,,,,,,,,
431,Polygon,Hobo,CO41349,<Null>,<Null>,<Null>,Huila,CO41,Colombia,CO,1/1/18,4/16/20,<Null>,0.781608,0.015786,,,,,,,,,,,,,,,,,,,,,,,,,
432,Polygon,Honda,CO73349,<Null>,<Null>,<Null>,Tolima,CO73,Colombia,CO,1/1/18,4/16/20,<Null>,1.064832,0.024864,,,,,,,,,,,,,,,,,,,,,,,,,
433,Polygon,Ibagué,CO73001,Ibague,<Null>,<Null>,Tolima,CO73,Colombia,CO,1/1/18,4/16/20,<Null>,2.480043,0.112171,,,,,,,,,,,,,,,,,,,,,,,,,
434,Polygon,Icononzo,CO73352,<Null>,<Null>,<Null>,Tolima,CO73,Colombia,CO,1/1/18,4/16/20,<Null>,0.791659,0.017525,,,,,,,,,,,,,,,,,,,,,,,,,
435,Polygon,Iles,CO52352,<Null>,<Null>,<Null>,Nariño,CO52,Colombia,CO,1/1/18,4/16/20,<Null>,0.419668,0.00652,,,,,,,,,,,,,,,,,,,,,,,,,
436,Polygon,Imués,CO52354,Imues,<Null>,<Null>,Nariño,CO52,Colombia,CO,1/1/18,4/16/20,<Null>,0.417286,0.006617,,,,,,,,,,,,,,,,,,,,,,,,,
437,Polygon,Inírida,CO94001,Inirida,<Null>,<Null>,Guainía,CO94,Colombia,CO,1/1/18,4/16/20,<Null>,9.256685,1.28699,,,,,,,,,,,,,,,,,,,,,,,,,
438,Polygon,Inzá,CO19355,Inza,<Null>,<Null>,Cauca,CO19,Colombia,CO,1/1/18,4/16/20,<Null>,1.539747,0.070354,,,,,,,,,,,,,,,,,,,,,,,,,
439,Polygon,Ipiales,CO52356,<Null>,<Null>,<Null>,Nariño,CO52,Colombia,CO,1/1/18,4/16/20,<Null>,2.849864,0.127272,,,,,,,,,,,,,,,,,,,,,,,,,
440,Polygon,Íquira,CO41357,Íquira,<Null>,<Null>,Huila,CO41,Colombia,CO,1/1/18,4/16/20,<Null>,1.033187,0.028972,,,,,,,,,,,,,,,,,,,,,,,,,
441,Polygon,Isnos,CO41359,<Null>,<Null>,<Null>,Huila,CO41,Colombia,CO,1/1/18,4/16/20,<Null>,1.582356,0.030087,,,,,,,,,,,,,,,,,,,,,,,,,
442,Polygon,Istmina,CO27361,<Null>,<Null>,<Null>,Chocó,CO27,Colombia,CO,1/1/18,4/16/20,<Null>,5.139734,0.152878,,,,,,,,,,,,,,,,,,,,,,,,,
443,Polygon,Itagüí,CO05360,Itagui,<Null>,<Null>,Antioquia,CO05,Colombia,CO,1/1/18,4/16/20,<Null>,0.212419,0.001604,,,,,,,,,,,,,,,,,,,,,,,,,
444,Polygon,Ituango,CO05361,<Null>,<Null>,<Null>,Antioquia,CO05,Colombia,CO,1/1/18,4/16/20,<Null>,3.202014,0.232428,,,,,,,,,,,,,,,,,,,,,,,,,
445,Polygon,Iza,CO15362,<Null>,<Null>,<Null>,Boyacá,CO15,Colombia,CO,1/1/18,4/16/20,<Null>,0.274832,0.002794,,,,,,,,,,,,,,,,,,,,,,,,,
446,Polygon,Jambaló,CO19364,Jambalo,<Null>,<Null>,Cauca,CO19,Colombia,CO,1/1/18,4/16/20,<Null>,0.865746,0.019041,,,,,,,,,,,,,,,,,,,,,,,,,
447,Polygon,Jamundí,CO76364,Jamundi,<Null>,<Null>,Valle del Cauca,CO76,Colombia,CO,1/1/18,4/16/20,<Null>,1.668514,0.051074,,,,,,,,,,,,,,,,,,,,,,,,,
448,Polygon,Jardín,CO05364,Jardin,<Null>,<Null>,Antioquia,CO05,Colombia,CO,1/1/18,4/16/20,<Null>,0.71589,0.016403,,,,,,,,,,,,,,,,,,,,,,,,,
449,Polygon,Jenesano,CO15367,<Null>,<Null>,<Null>,Boyacá,CO15,Colombia,CO,1/1/18,4/16/20,<Null>,0.444685,0.004814,,,,,,,,,,,,,,,,,,,,,,,,,
450,Polygon,Jericó,CO05368,Jerico,<Null>,<Null>,Antioquia,CO05,Colombia,CO,1/1/18,4/16/20,<Null>,0.742707,0.016723,,,,,,,,,,,,,,,,,,,,,,,,,
451,Polygon,Jericó,CO15368,Jerico,<Null>,<Null>,Boyacá,CO15,Colombia,CO,1/1/18,4/16/20,<Null>,0.523157,0.010755,,,,,,,,,,,,,,,,,,,,,,,,,
452,Polygon,Jerusalén,CO25368,Jerusalen,<Null>,<Null>,Cundinamarca,CO25,Colombia,CO,1/1/18,4/16/20,<Null>,0.715303,0.018078,,,,,,,,,,,,,,,,,,,,,,,,,
453,Polygon,Jesús María,CO68368,Jesus Maria,<Null>,<Null>,Santander,CO68,Colombia,CO,1/1/18,4/16/20,<Null>,0.739159,0.007316,,,,,,,,,,,,,,,,,,,,,,,,,
454,Polygon,Jordán,CO68370,Jordan,<Null>,<Null>,Santander,CO68,Colombia,CO,1/1/18,4/16/20,<Null>,0.376287,0.003262,,,,,,,,,,,,,,,,,,,,,,,,,
455,Polygon,Juan de Acosta,CO08372,<Null>,<Null>,<Null>,Atlántico,CO08,Colombia,CO,1/1/18,4/16/20,<Null>,0.746094,0.013879,,,,,,,,,,,,,,,,,,,,,,,,,
456,Polygon,Junín,CO25372,Junin,<Null>,<Null>,Cundinamarca,CO25,Colombia,CO,1/1/18,4/16/20,<Null>,1.059515,0.028023,,,,,,,,,,,,,,,,,,,,,,,,,
457,Polygon,Juradó,CO27372,Jurado,<Null>,<Null>,Chocó,CO27,Colombia,CO,1/1/18,4/16/20,<Null>,3.436062,0.102091,,,,,,,,,,,,,,,,,,,,,,,,,
458,Polygon,La Apartada,CO23350,<Null>,<Null>,<Null>,Córdoba,CO23,Colombia,CO,1/1/18,4/16/20,<Null>,1.005477,0.023535,,,,,,,,,,,,,,,,,,,,,,,,,
459,Polygon,La Argentina,CO41378,<Null>,<Null>,<Null>,Huila,CO41,Colombia,CO,1/1/18,4/16/20,<Null>,1.420207,0.028939,,,,,,,,,,,,,,,,,,,,,,,,,
460,Polygon,La Belleza,CO68377,<Null>,<Null>,<Null>,Santander,CO68,Colombia,CO,1/1/18,4/16/20,<Null>,1.174885,0.027374,,,,,,,,,,,,,,,,,,,,,,,,,
461,Polygon,La Calera,CO25377,<Null>,<Null>,<Null>,Cundinamarca,CO25,Colombia,CO,1/1/18,4/16/20,<Null>,1.03281,0.026613,,,,,,,,,,,,,,,,,,,,,,,,,
462,Polygon,La Capilla,CO15380,<Null>,<Null>,<Null>,Boyacá,CO15,Colombia,CO,1/1/18,4/16/20,<Null>,0.294776,0.004643,,,,,,,,,,,,,,,,,,,,,,,,,
463,Polygon,La Ceja,CO05376,<Null>,<Null>,<Null>,Antioquia,CO05,Colombia,CO,1/1/18,4/16/20,<Null>,0.655904,0.010834,,,,,,,,,,,,,,,,,,,,,,,,,
464,Polygon,La Celia,CO66383,<Null>,<Null>,<Null>,Risaralda,CO66,Colombia,CO,1/1/18,4/16/20,<Null>,0.528458,0.007532,,,,,,,,,,,,,,,,,,,,,,,,,
465,Polygon,La Chorrera,CO91405,<Null>,<Null>,<Null>,Amazonas,CO91,Colombia,CO,1/1/18,4/16/20,<Null>,9.105101,1.033583,,,,,,,,,,,,,,,,,,,,,,,,,
466,Polygon,La Cruz,CO52378,<Null>,<Null>,<Null>,Nariño,CO52,Colombia,CO,1/1/18,4/16/20,<Null>,0.667056,0.019363,,,,,,,,,,,,,,,,,,,,,,,,,
467,Polygon,La Cumbre,CO76377,<Null>,<Null>,<Null>,Valle del Cauca,CO76,Colombia,CO,1/1/18,4/16/20,<Null>,1.035263,0.020752,,,,,,,,,,,,,,,,,,,,,,,,,
468,Polygon,La Dorada,CO17380,<Null>,<Null>,<Null>,Caldas,CO17,Colombia,CO,1/1/18,4/16/20,<Null>,1.832179,0.044819,,,,,,,,,,,,,,,,,,,,,,,,,
469,Polygon,La Esperanza,CO54385,<Null>,<Null>,<Null>,Norte de Santander,CO54,Colombia,CO,1/1/18,4/16/20,<Null>,1.828746,0.054896,,,,,,,,,,,,,,,,,,,,,,,,,
470,Polygon,La Estrella,CO05380,<Null>,<Null>,<Null>,Antioquia,CO05,Colombia,CO,1/1/18,4/16/20,<Null>,0.284163,0.00299,,,,,,,,,,,,,,,,,,,,,,,,,
471,Polygon,La Florida,CO52381,<Null>,<Null>,<Null>,Nariño,CO52,Colombia,CO,1/1/18,4/16/20,<Null>,0.808268,0.01104,,,,,,,,,,,,,,,,,,,,,,,,,
472,Polygon,La Gloria,CO20383,<Null>,<Null>,<Null>,Cesar,CO20,Colombia,CO,1/1/18,4/16/20,<Null>,1.95406,0.065948,,,,,,,,,,,,,,,,,,,,,,,,,
473,Polygon,La Guadalupe,CO94885,<Null>,<Null>,<Null>,Guainía,CO94,Colombia,CO,1/1/18,4/16/20,<Null>,1.750811,0.094338,,,,,,,,,,,,,,,,,,,,,,,,,
474,Polygon,La Jagua de Ibirico,CO20400,<Null>,<Null>,<Null>,Cesar,CO20,Colombia,CO,1/1/18,4/16/20,<Null>,2.081885,0.06224,,,,,,,,,,,,,,,,,,,,,,,,,
475,Polygon,La Jagua del Pilar,CO44420,<Null>,<Null>,<Null>,La Guajira,CO44,Colombia,CO,1/1/18,4/16/20,<Null>,0.980501,0.014826,,,,,,,,,,,,,,,,,,,,,,,,,
476,Polygon,La Llanada,CO52385,<Null>,<Null>,<Null>,Nariño,CO52,Colombia,CO,1/1/18,4/16/20,<Null>,1.373146,0.019831,,,,,,,,,,,,,,,,,,,,,,,,,
477,Polygon,La Macarena,CO50350,<Null>,<Null>,<Null>,Meta,CO50,Colombia,CO,1/1/18,4/16/20,<Null>,5.652084,0.881191,,,,,,,,,,,,,,,,,,,,,,,,,
478,Polygon,La Merced,CO17388,<Null>,<Null>,<Null>,Caldas,CO17,Colombia,CO,1/1/18,4/16/20,<Null>,0.436427,0.007224,,,,,,,,,,,,,,,,,,,,,,,,,
479,Polygon,La Mesa,CO25386,<Null>,<Null>,<Null>,Cundinamarca,CO25,Colombia,CO,1/1/18,4/16/20,<Null>,0.601304,0.012078,,,,,,,,,,,,,,,,,,,,,,,,,
480,Polygon,La Montañita,CO18410,La Montanita,<Null>,<Null>,Caquetá,CO18,Colombia,CO,1/1/18,4/16/20,<Null>,3.402939,0.138174,,,,,,,,,,,,,,,,,,,,,,,,,
481,Polygon,La Palma,CO25394,<Null>,<Null>,<Null>,Cundinamarca,CO25,Colombia,CO,1/1/18,4/16/20,<Null>,0.899227,0.015565,,,,,,,,,,,,,,,,,,,,,,,,,
482,Polygon,La Paz,CO20621,<Null>,<Null>,<Null>,Cesar,CO20,Colombia,CO,1/1/18,4/16/20,<Null>,3.49275,0.088511,,,,,,,,,,,,,,,,,,,,,,,,,
483,Polygon,La Paz,CO68397,<Null>,<Null>,<Null>,Santander,CO68,Colombia,CO,1/1/18,4/16/20,<Null>,0.988402,0.023232,,,,,,,,,,,,,,,,,,,,,,,,,
484,Polygon,La Pedrera,CO91407,<Null>,<Null>,<Null>,Amazonas,CO91,Colombia,CO,1/1/18,4/16/20,<Null>,7.376291,1.105198,,,,,,,,,,,,,,,,,,,,,,,,,
485,Polygon,La Peña,CO25398,La Pena,<Null>,<Null>,Cundinamarca,CO25,Colombia,CO,1/1/18,4/16/20,<Null>,0.557354,0.010479,,,,,,,,,,,,,,,,,,,,,,,,,
486,Polygon,La Pintada,CO05390,<Null>,<Null>,<Null>,Antioquia,CO05,Colombia,CO,1/1/18,4/16/20,<Null>,0.451145,0.00443,,,,,,,,,,,,,,,,,,,,,,,,,
487,Polygon,La Plata,CO41396,<Null>,<Null>,<Null>,Huila,CO41,Colombia,CO,1/1/18,4/16/20,<Null>,1.649399,0.066161,,,,,,,,,,,,,,,,,,,,,,,,,
488,Polygon,La Playa,CO54398,<Null>,<Null>,<Null>,Norte de Santander,CO54,Colombia,CO,1/1/18,4/16/20,<Null>,1.146574,0.019874,,,,,,,,,,,,,,,,,,,,,,,,,
489,Polygon,La Primavera,CO99524,<Null>,<Null>,<Null>,Vichada,CO99,Colombia,CO,1/1/18,4/16/20,<Null>,7.572214,1.489451,,,,,,,,,,,,,,,,,,,,,,,,,
490,Polygon,La Salina,CO85136,<Null>,<Null>,<Null>,Casanare,CO85,Colombia,CO,1/1/18,4/16/20,<Null>,0.841307,0.016317,,,,,,,,,,,,,,,,,,,,,,,,,
491,Polygon,La Sierra,CO19392,<Null>,<Null>,<Null>,Cauca,CO19,Colombia,CO,1/1/18,4/16/20,<Null>,0.944422,0.016901,,,,,,,,,,,,,,,,,,,,,,,,,
492,Polygon,La Tebaida,CO63401,<Null>,<Null>,<Null>,Quindio,CO63,Colombia,CO,1/1/18,4/16/20,<Null>,0.620652,0.007276,,,,,,,,,,,,,,,,,,,,,,,,,
493,Polygon,La Tola,CO52390,<Null>,<Null>,<Null>,Nariño,CO52,Colombia,CO,1/1/18,4/16/20,<Null>,1.701724,0.033642,,,,,,,,,,,,,,,,,,,,,,,,,
494,Polygon,La Unión,CO05400,La Union,<Null>,<Null>,Antioquia,CO05,Colombia,CO,1/1/18,4/16/20,<Null>,0.679677,0.013692,,,,,,,,,,,,,,,,,,,,,,,,,
495,Polygon,La Unión,CO52399,La Union,<Null>,<Null>,Nariño,CO52,Colombia,CO,1/1/18,4/16/20,<Null>,0.783313,0.01152,,,,,,,,,,,,,,,,,,,,,,,,,
496,Polygon,La Unión,CO70400,La Union,<Null>,<Null>,Sucre,CO70,Colombia,CO,1/1/18,4/16/20,<Null>,1.077626,0.019088,,,,,,,,,,,,,,,,,,,,,,,,,
497,Polygon,La Unión,CO76400,La Union,<Null>,<Null>,Valle del Cauca,CO76,Colombia,CO,1/1/18,4/16/20,<Null>,0.538919,0.009838,,,,,,,,,,,,,,,,,,,,,,,,,
498,Polygon,La Uvita,CO15403,<Null>,<Null>,<Null>,Boyacá,CO15,Colombia,CO,1/1/18,4/16/20,<Null>,0.635572,0.013193,,,,,,,,,,,,,,,,,,,,,,,,,
499,Polygon,La Vega,CO19397,<Null>,<Null>,<Null>,Cauca,CO19,Colombia,CO,1/1/18,4/16/20,<Null>,1.145913,0.04186,,,,,,,,,,,,,,,,,,,,,,,,,
500,Polygon,La Vega,CO25402,<Null>,<Null>,<Null>,Cundinamarca,CO25,Colombia,CO,1/1/18,4/16/20,<Null>,0.733051,0.012674,,,,,,,,,,,,,,,,,,,,,,,,,
501,Polygon,La Victoria,CO15401,<Null>,<Null>,<Null>,Boyacá,CO15,Colombia,CO,1/1/18,4/16/20,<Null>,0.280692,0.002285,,,,,,,,,,,,,,,,,,,,,,,,,
502,Polygon,La Victoria,CO76403,<Null>,<Null>,<Null>,Valle del Cauca,CO76,Colombia,CO,1/1/18,4/16/20,<Null>,0.916314,0.021545,,,,,,,,,,,,,,,,,,,,,,,,,
503,Polygon,La Victoria,CO91430,<Null>,<Null>,<Null>,Amazonas,CO91,Colombia,CO,1/1/18,4/16/20,<Null>,2.48317,0.116086,,,,,,,,,,,,,,,,,,,,,,,,,
504,Polygon,La Virginia,CO66400,<Null>,<Null>,<Null>,Risaralda,CO66,Colombia,CO,1/1/18,4/16/20,<Null>,0.25467,0.002672,,,,,,,,,,,,,,,,,,,,,,,,,
505,Polygon,Labateca,CO54377,<Null>,<Null>,<Null>,Norte de Santander,CO54,Colombia,CO,1/1/18,4/16/20,<Null>,0.842447,0.020949,,,,,,,,,,,,,,,,,,,,,,,,,
506,Polygon,Labranzagrande,CO15377,<Null>,<Null>,<Null>,Boyacá,CO15,Colombia,CO,1/1/18,4/16/20,<Null>,1.285694,0.047407,,,,,,,,,,,,,,,,,,,,,,,,,
507,Polygon,Landázuri,CO68385,Landazuri,<Null>,<Null>,Santander,CO68,Colombia,CO,1/1/18,4/16/20,<Null>,1.820244,0.048235,,,,,,,,,,,,,,,,,,,,,,,,,
508,Polygon,Lebrija,CO68406,<Null>,<Null>,<Null>,Santander,CO68,Colombia,CO,1/1/18,4/16/20,<Null>,1.623564,0.045056,,,,,,,,,,,,,,,,,,,,,,,,,
509,Polygon,Leiva,CO52405,<Null>,<Null>,<Null>,Nariño,CO52,Colombia,CO,1/1/18,4/16/20,<Null>,1.07014,0.025152,,,,,,,,,,,,,,,,,,,,,,,,,
510,Polygon,Lejanías,CO50400,Lejanias,<Null>,<Null>,Meta,CO50,Colombia,CO,1/1/18,4/16/20,<Null>,1.749055,0.066374,,,,,,,,,,,,,,,,,,,,,,,,,
511,Polygon,Lenguazaque,CO25407,<Null>,<Null>,<Null>,Cundinamarca,CO25,Colombia,CO,1/1/18,4/16/20,<Null>,0.625166,0.012696,,,,,,,,,,,,,,,,,,,,,,,,,
512,Polygon,Lérida,CO73408,Lerida,<Null>,<Null>,Tolima,CO73,Colombia,CO,1/1/18,4/16/20,<Null>,1.033252,0.022167,,,,,,,,,,,,,,,,,,,,,,,,,
513,Polygon,Leticia,CO91001,<Null>,<Null>,<Null>,Amazonas,CO91,Colombia,CO,1/1/18,4/16/20,<Null>,3.880001,0.500702,,,,,,,,,,,,,,,,,,,,,,,,,
514,Polygon,Líbano,CO73411,Libano,<Null>,<Null>,Tolima,CO73,Colombia,CO,1/1/18,4/16/20,<Null>,0.913653,0.023015,,,,,,,,,,,,,,,,,,,,,,,,,
515,Polygon,Liborina,CO05411,<Null>,<Null>,<Null>,Antioquia,CO05,Colombia,CO,1/1/18,4/16/20,<Null>,0.671059,0.017685,,,,,,,,,,,,,,,,,,,,,,,,,
516,Polygon,Linares,CO52411,<Null>,<Null>,<Null>,Nariño,CO52,Colombia,CO,1/1/18,4/16/20,<Null>,0.609646,0.010985,,,,,,,,,,,,,,,,,,,,,,,,,
517,Polygon,Lloró,CO27413,Lloro,<Null>,<Null>,Chocó,CO27,Colombia,CO,1/1/18,4/16/20,<Null>,1.77435,0.068685,,,,,,,,,,,,,,,,,,,,,,,,,
518,Polygon,López de Micay,CO19418,Lopez de Micay,<Null>,<Null>,Cauca,CO19,Colombia,CO,1/1/18,4/16/20,<Null>,3.674221,0.27312,,,,,,,,,,,,,,,,,,,,,,,,,
519,Polygon,Lorica,CO23417,<Null>,<Null>,<Null>,Córdoba,CO23,Colombia,CO,1/1/18,4/16/20,<Null>,2.078481,0.078153,,,,,,,,,,,,,,,,,,,,,,,,,
520,Polygon,Los Andes,CO52418,<Null>,<Null>,<Null>,Nariño,CO52,Colombia,CO,1/1/18,4/16/20,<Null>,2.100532,0.077455,,,,,,,,,,,,,,,,,,,,,,,,,
521,Polygon,Los Córdobas,CO23419,Los Cordobas,<Null>,<Null>,Córdoba,CO23,Colombia,CO,1/1/18,4/16/20,<Null>,1.368981,0.030043,,,,,,,,,,,,,,,,,,,,,,,,,
522,Polygon,Los Palmitos,CO70418,<Null>,<Null>,<Null>,Sucre,CO70,Colombia,CO,1/1/18,4/16/20,<Null>,0.853271,0.016366,,,,,,,,,,,,,,,,,,,,,,,,,
523,Polygon,Los Patios,CO54405,<Null>,<Null>,<Null>,Norte de Santander,CO54,Colombia,CO,1/1/18,4/16/20,<Null>,0.706944,0.010451,,,,,,,,,,,,,,,,,,,,,,,,,
524,Polygon,Los Santos,CO68418,<Null>,<Null>,<Null>,Santander,CO68,Colombia,CO,1/1/18,4/16/20,<Null>,0.657775,0.023726,,,,,,,,,,,,,,,,,,,,,,,,,
525,Polygon,Lourdes,CO54418,<Null>,<Null>,<Null>,Norte de Santander,CO54,Colombia,CO,1/1/18,4/16/20,<Null>,0.467501,0.007098,,,,,,,,,,,,,,,,,,,,,,,,,
526,Polygon,Luruaco,CO08421,<Null>,<Null>,<Null>,Atlántico,CO08,Colombia,CO,1/1/18,4/16/20,<Null>,0.702922,0.018528,,,,,,,,,,,,,,,,,,,,,,,,,
527,Polygon,Macanal,CO15425,<Null>,<Null>,<Null>,Boyacá,CO15,Colombia,CO,1/1/18,4/16/20,<Null>,0.692335,0.016302,,,,,,,,,,,,,,,,,,,,,,,,,
528,Polygon,Macaravita,CO68425,<Null>,<Null>,<Null>,Santander,CO68,Colombia,CO,1/1/18,4/16/20,<Null>,0.496466,0.008408,,,,,,,,,,,,,,,,,,,,,,,,,
529,Polygon,Maceo,CO05425,<Null>,<Null>,<Null>,Antioquia,CO05,Colombia,CO,1/1/18,4/16/20,<Null>,1.377478,0.031645,,,,,,,,,,,,,,,,,,,,,,,,,
