OBJECTID *,Shape *,admin2Name_es,admin2Pcode,admin2RefName,admin2AltName1_es,admin2AltName2_es,admin1Name_es,admin1Pcode,admin0Name_es,admin0Pcode,date,validOn,validTo,Shape_Length,Shape_Area,,,,,,,,,,,,,,,,,,,,,,,,,
665,Polygon,Paratebueno,CO25530,<Null>,<Null>,<Null>,Cundinamarca,CO25,Colombia,CO,1/1/18,4/16/20,<Null>,1.792344,0.072136,,,,,,,,,,,,,,,,,,,,,,,,,
666,Polygon,Pasca,CO25535,<Null>,<Null>,<Null>,Cundinamarca,CO25,Colombia,CO,1/1/18,4/16/20,<Null>,0.714356,0.022134,,,,,,,,,,,,,,,,,,,,,,,,,
667,Polygon,Pasto,CO52001,<Null>,<Null>,<Null>,Nariño,CO52,Colombia,CO,1/1/18,4/16/20,<Null>,1.869581,0.089065,,,,,,,,,,,,,,,,,,,,,,,,,
668,Polygon,Patía,CO19532,Patia,<Null>,<Null>,Cauca,CO19,Colombia,CO,1/1/18,4/16/20,<Null>,1.73619,0.061236,,,,,,,,,,,,,,,,,,,,,,,,,
669,Polygon,Pauna,CO15531,<Null>,<Null>,<Null>,Boyacá,CO15,Colombia,CO,1/1/18,4/16/20,<Null>,0.939745,0.020623,,,,,,,,,,,,,,,,,,,,,,,,,
670,Polygon,Paya,CO15533,<Null>,<Null>,<Null>,Boyacá,CO15,Colombia,CO,1/1/18,4/16/20,<Null>,1.147652,0.036193,,,,,,,,,,,,,,,,,,,,,,,,,
671,Polygon,Paz de Ariporo,CO85250,<Null>,<Null>,<Null>,Casanare,CO85,Colombia,CO,1/1/18,4/16/20,<Null>,8.570065,0.985968,,,,,,,,,,,,,,,,,,,,,,,,,
672,Polygon,Paz de Río,CO15537,Paz de Rio,<Null>,<Null>,Boyacá,CO15,Colombia,CO,1/1/18,4/16/20,<Null>,0.518166,0.010017,,,,,,,,,,,,,,,,,,,,,,,,,
673,Polygon,Pedraza,CO47541,<Null>,<Null>,<Null>,Magdalena,CO47,Colombia,CO,1/1/18,4/16/20,<Null>,0.974044,0.026847,,,,,,,,,,,,,,,,,,,,,,,,,
674,Polygon,Pelaya,CO20550,<Null>,<Null>,<Null>,Cesar,CO20,Colombia,CO,1/1/18,4/16/20,<Null>,1.423861,0.03479,,,,,,,,,,,,,,,,,,,,,,,,,
675,Polygon,Peñol,CO05541,Penol,<Null>,<Null>,Antioquia,CO05,Colombia,CO,1/1/18,4/16/20,<Null>,0.618756,0.009664,,,,,,,,,,,,,,,,,,,,,,,,,
676,Polygon,Pensilvania,CO17541,<Null>,<Null>,<Null>,Caldas,CO17,Colombia,CO,1/1/18,4/16/20,<Null>,1.31137,0.040664,,,,,,,,,,,,,,,,,,,,,,,,,
677,Polygon,Peque,CO05543,<Null>,<Null>,<Null>,Antioquia,CO05,Colombia,CO,1/1/18,4/16/20,<Null>,1.120795,0.03549,,,,,,,,,,,,,,,,,,,,,,,,,
678,Polygon,Pereira,CO66001,<Null>,<Null>,<Null>,Risaralda,CO66,Colombia,CO,1/1/18,4/16/20,<Null>,2.018766,0.049535,,,,,,,,,,,,,,,,,,,,,,,,,
679,Polygon,Pesca,CO15542,<Null>,<Null>,<Null>,Boyacá,CO15,Colombia,CO,1/1/18,4/16/20,<Null>,0.915418,0.021464,,,,,,,,,,,,,,,,,,,,,,,,,
680,Polygon,Piamonte,CO19533,<Null>,<Null>,<Null>,Cauca,CO19,Colombia,CO,1/1/18,4/16/20,<Null>,2.729902,0.089632,,,,,,,,,,,,,,,,,,,,,,,,,
681,Polygon,Piedecuesta,CO68547,<Null>,<Null>,<Null>,Santander,CO68,Colombia,CO,1/1/18,4/16/20,<Null>,1.248418,0.039638,,,,,,,,,,,,,,,,,,,,,,,,,
682,Polygon,Piedras,CO73547,<Null>,<Null>,<Null>,Tolima,CO73,Colombia,CO,1/1/18,4/16/20,<Null>,1.332397,0.028874,,,,,,,,,,,,,,,,,,,,,,,,,
683,Polygon,Piendamó - Tunía,CO19548,Piendamo - Tunia,<Null>,<Null>,Cauca,CO19,Colombia,CO,1/1/18,4/16/20,<Null>,0.984649,0.014715,,,,,,,,,,,,,,,,,,,,,,,,,
684,Polygon,Pijao,CO63548,<Null>,<Null>,<Null>,Quindio,CO63,Colombia,CO,1/1/18,4/16/20,<Null>,0.750758,0.020235,,,,,,,,,,,,,,,,,,,,,,,,,
685,Polygon,Pijiño del Carmen,CO47545,Pijino del Carmen,<Null>,<Null>,Magdalena,CO47,Colombia,CO,1/1/18,4/16/20,<Null>,2.345026,0.054478,,,,,,,,,,,,,,,,,,,,,,,,,
686,Polygon,Pinchote,CO68549,<Null>,<Null>,<Null>,Santander,CO68,Colombia,CO,1/1/18,4/16/20,<Null>,0.313963,0.004539,,,,,,,,,,,,,,,,,,,,,,,,,
687,Polygon,Pinillos,CO13549,<Null>,<Null>,<Null>,Bolívar,CO13,Colombia,CO,1/1/18,4/16/20,<Null>,2.158863,0.063749,,,,,,,,,,,,,,,,,,,,,,,,,
688,Polygon,Piojó,CO08549,Piojo,<Null>,<Null>,Atlántico,CO08,Colombia,CO,1/1/18,4/16/20,<Null>,0.75293,0.020902,,,,,,,,,,,,,,,,,,,,,,,,,
689,Polygon,Pisba,CO15550,<Null>,<Null>,<Null>,Boyacá,CO15,Colombia,CO,1/1/18,4/16/20,<Null>,1.016501,0.037928,,,,,,,,,,,,,,,,,,,,,,,,,
690,Polygon,Pital,CO41548,<Null>,<Null>,<Null>,Huila,CO41,Colombia,CO,1/1/18,4/16/20,<Null>,0.942968,0.01573,,,,,,,,,,,,,,,,,,,,,,,,,
691,Polygon,Pitalito,CO41551,<Null>,<Null>,<Null>,Huila,CO41,Colombia,CO,1/1/18,4/16/20,<Null>,1.495709,0.051196,,,,,,,,,,,,,,,,,,,,,,,,,
692,Polygon,Pivijay,CO47551,<Null>,<Null>,<Null>,Magdalena,CO47,Colombia,CO,1/1/18,4/16/20,<Null>,2.356156,0.135447,,,,,,,,,,,,,,,,,,,,,,,,,
693,Polygon,Planadas,CO73555,<Null>,<Null>,<Null>,Tolima,CO73,Colombia,CO,1/1/18,4/16/20,<Null>,2.080473,0.142575,,,,,,,,,,,,,,,,,,,,,,,,,
694,Polygon,Planeta Rica,CO23555,<Null>,<Null>,<Null>,Córdoba,CO23,Colombia,CO,1/1/18,4/16/20,<Null>,2.531497,0.093551,,,,,,,,,,,,,,,,,,,,,,,,,
695,Polygon,Plato,CO47555,<Null>,<Null>,<Null>,Magdalena,CO47,Colombia,CO,1/1/18,4/16/20,<Null>,2.474011,0.120081,,,,,,,,,,,,,,,,,,,,,,,,,
696,Polygon,Policarpa,CO52540,<Null>,<Null>,<Null>,Nariño,CO52,Colombia,CO,1/1/18,4/16/20,<Null>,1.218121,0.035177,,,,,,,,,,,,,,,,,,,,,,,,,
697,Polygon,Polonuevo,CO08558,<Null>,<Null>,<Null>,Atlántico,CO08,Colombia,CO,1/1/18,4/16/20,<Null>,0.446759,0.006104,,,,,,,,,,,,,,,,,,,,,,,,,
698,Polygon,Ponedera,CO08560,<Null>,<Null>,<Null>,Atlántico,CO08,Colombia,CO,1/1/18,4/16/20,<Null>,0.783575,0.01706,,,,,,,,,,,,,,,,,,,,,,,,,
699,Polygon,Popayán,CO19001,Popayan,<Null>,<Null>,Cauca,CO19,Colombia,CO,1/1/18,4/16/20,<Null>,1.372937,0.03897,,,,,,,,,,,,,,,,,,,,,,,,,
700,Polygon,Pore,CO85263,<Null>,<Null>,<Null>,Casanare,CO85,Colombia,CO,1/1/18,4/16/20,<Null>,1.72169,0.063619,,,,,,,,,,,,,,,,,,,,,,,,,
701,Polygon,Potosí,CO52560,Potosi,<Null>,<Null>,Nariño,CO52,Colombia,CO,1/1/18,4/16/20,<Null>,1.281648,0.03144,,,,,,,,,,,,,,,,,,,,,,,,,
702,Polygon,Pradera,CO76563,<Null>,<Null>,<Null>,Valle del Cauca,CO76,Colombia,CO,1/1/18,4/16/20,<Null>,0.97738,0.028992,,,,,,,,,,,,,,,,,,,,,,,,,
703,Polygon,Prado,CO73563,<Null>,<Null>,<Null>,Tolima,CO73,Colombia,CO,1/1/18,4/16/20,<Null>,1.165739,0.03443,,,,,,,,,,,,,,,,,,,,,,,,,
704,Polygon,Providencia,CO52565,<Null>,<Null>,<Null>,Nariño,CO52,Colombia,CO,1/1/18,4/16/20,<Null>,0.351808,0.003234,,,,,,,,,,,,,,,,,,,,,,,,,
705,Polygon,Providencia,CO88564,<Null>,<Null>,<Null>,"Archipiélago de San Andrés, Providencia y Santa Catalina",CO88,Colombia,CO,1/1/18,4/16/20,<Null>,0.298292,0.001831,,,,,,,,,,,,,,,,,,,,,,,,,
706,Polygon,Pueblo Bello,CO20570,<Null>,<Null>,<Null>,Cesar,CO20,Colombia,CO,1/1/18,4/16/20,<Null>,1.860032,0.061418,,,,,,,,,,,,,,,,,,,,,,,,,
707,Polygon,Pueblo Nuevo,CO23570,<Null>,<Null>,<Null>,Córdoba,CO23,Colombia,CO,1/1/18,4/16/20,<Null>,2.040239,0.069702,,,,,,,,,,,,,,,,,,,,,,,,,
708,Polygon,Pueblo Rico,CO66572,<Null>,<Null>,<Null>,Risaralda,CO66,Colombia,CO,1/1/18,4/16/20,<Null>,1.109861,0.05001,,,,,,,,,,,,,,,,,,,,,,,,,
709,Polygon,Pueblorrico,CO05576,<Null>,<Null>,<Null>,Antioquia,CO05,Colombia,CO,1/1/18,4/16/20,<Null>,0.547714,0.006153,,,,,,,,,,,,,,,,,,,,,,,,,
710,Polygon,Puebloviejo,CO47570,<Null>,<Null>,<Null>,Magdalena,CO47,Colombia,CO,1/1/18,4/16/20,<Null>,1.429605,0.055846,,,,,,,,,,,,,,,,,,,,,,,,,
711,Polygon,Puente Nacional,CO68572,<Null>,<Null>,<Null>,Santander,CO68,Colombia,CO,1/1/18,4/16/20,<Null>,0.755909,0.020549,,,,,,,,,,,,,,,,,,,,,,,,,
712,Polygon,Puerres,CO52573,<Null>,<Null>,<Null>,Nariño,CO52,Colombia,CO,1/1/18,4/16/20,<Null>,1.19207,0.028357,,,,,,,,,,,,,,,,,,,,,,,,,
713,Polygon,Puerto Alegría,CO91530,Puerto Alegria,<Null>,<Null>,Amazonas,CO91,Colombia,CO,1/1/18,4/16/20,<Null>,4.777815,0.690133,,,,,,,,,,,,,,,,,,,,,,,,,
714,Polygon,Puerto Arica,CO91536,<Null>,<Null>,<Null>,Amazonas,CO91,Colombia,CO,1/1/18,4/16/20,<Null>,8.677672,1.118032,,,,,,,,,,,,,,,,,,,,,,,,,
715,Polygon,Puerto Asís,CO86568,Puerto Asis,<Null>,<Null>,Putumayo,CO86,Colombia,CO,1/1/18,4/16/20,<Null>,3.644402,0.228679,,,,,,,,,,,,,,,,,,,,,,,,,
716,Polygon,Puerto Berrío,CO05579,Puerto Berrio,<Null>,<Null>,Antioquia,CO05,Colombia,CO,1/1/18,4/16/20,<Null>,1.902342,0.099737,,,,,,,,,,,,,,,,,,,,,,,,,
717,Polygon,Puerto Boyacá,CO15572,Puerto Boyaca,<Null>,<Null>,Boyacá,CO15,Colombia,CO,1/1/18,4/16/20,<Null>,2.403915,0.12361,,,,,,,,,,,,,,,,,,,,,,,,,
718,Polygon,Puerto Caicedo,CO86569,<Null>,<Null>,<Null>,Putumayo,CO86,Colombia,CO,1/1/18,4/16/20,<Null>,1.719718,0.075139,,,,,,,,,,,,,,,,,,,,,,,,,
719,Polygon,Puerto Carreño,CO99001,Puerto Carreno,<Null>,<Null>,Vichada,CO99,Colombia,CO,1/1/18,4/16/20,<Null>,5.474851,0.985917,,,,,,,,,,,,,,,,,,,,,,,,,
720,Polygon,Puerto Colombia,CO08573,<Null>,<Null>,<Null>,Atlántico,CO08,Colombia,CO,1/1/18,4/16/20,<Null>,0.602493,0.005836,,,,,,,,,,,,,,,,,,,,,,,,,
721,Polygon,Puerto Colombia,CO94884,<Null>,<Null>,<Null>,Guainía,CO94,Colombia,CO,1/1/18,4/16/20,<Null>,9.166487,1.263274,,,,,,,,,,,,,,,,,,,,,,,,,
722,Polygon,Puerto Concordia,CO50450,<Null>,<Null>,<Null>,Meta,CO50,Colombia,CO,1/1/18,4/16/20,<Null>,2.594568,0.101034,,,,,,,,,,,,,,,,,,,,,,,,,
723,Polygon,Puerto Escondido,CO23574,<Null>,<Null>,<Null>,Córdoba,CO23,Colombia,CO,1/1/18,4/16/20,<Null>,1.155636,0.033752,,,,,,,,,,,,,,,,,,,,,,,,,
724,Polygon,Puerto Gaitán,CO50568,Puerto Gaitan,<Null>,<Null>,Meta,CO50,Colombia,CO,1/1/18,4/16/20,<Null>,7.795723,1.402166,,,,,,,,,,,,,,,,,,,,,,,,,
725,Polygon,Puerto Guzmán,CO86571,Puerto Guzman,<Null>,<Null>,Putumayo,CO86,Colombia,CO,1/1/18,4/16/20,<Null>,4.734632,0.371459,,,,,,,,,,,,,,,,,,,,,,,,,
726,Polygon,Puerto Leguízamo,CO86573,Puerto Leguizamo,<Null>,<Null>,Putumayo,CO86,Colombia,CO,1/1/18,4/16/20,<Null>,7.537728,0.885758,,,,,,,,,,,,,,,,,,,,,,,,,
727,Polygon,Puerto Libertador,CO23580,<Null>,<Null>,<Null>,Córdoba,CO23,Colombia,CO,1/1/18,4/16/20,<Null>,2.813125,0.134905,,,,,,,,,,,,,,,,,,,,,,,,,
728,Polygon,Puerto Lleras,CO50577,<Null>,<Null>,<Null>,Meta,CO50,Colombia,CO,1/1/18,4/16/20,<Null>,3.631339,0.206274,,,,,,,,,,,,,,,,,,,,,,,,,
729,Polygon,Puerto López,CO50573,Puerto Lopez,<Null>,<Null>,Meta,CO50,Colombia,CO,1/1/18,4/16/20,<Null>,6.006052,0.562628,,,,,,,,,,,,,,,,,,,,,,,,,
730,Polygon,Puerto Nare,CO05585,<Null>,<Null>,<Null>,Antioquia,CO05,Colombia,CO,1/1/18,4/16/20,<Null>,1.490778,0.054671,,,,,,,,,,,,,,,,,,,,,,,,,
731,Polygon,Puerto Nariño,CO91540,Puerto Narino,<Null>,<Null>,Amazonas,CO91,Colombia,CO,1/1/18,4/16/20,<Null>,1.968859,0.122363,,,,,,,,,,,,,,,,,,,,,,,,,
732,Polygon,Puerto Parra,CO68573,<Null>,<Null>,<Null>,Santander,CO68,Colombia,CO,1/1/18,4/16/20,<Null>,2.198315,0.062346,,,,,,,,,,,,,,,,,,,,,,,,,
733,Polygon,Puerto Rico,CO18592,<Null>,<Null>,<Null>,Caquetá,CO18,Colombia,CO,1/1/18,4/16/20,<Null>,4.26445,0.336961,,,,,,,,,,,,,,,,,,,,,,,,,
734,Polygon,Puerto Rico,CO50590,<Null>,<Null>,<Null>,Meta,CO50,Colombia,CO,1/1/18,4/16/20,<Null>,3.447972,0.278743,,,,,,,,,,,,,,,,,,,,,,,,,
735,Polygon,Puerto Rondón,CO81591,Puerto Rondon,<Null>,<Null>,Arauca,CO81,Colombia,CO,1/1/18,4/16/20,<Null>,2.932376,0.185936,,,,,,,,,,,,,,,,,,,,,,,,,
736,Polygon,Puerto Salgar,CO25572,<Null>,<Null>,<Null>,Cundinamarca,CO25,Colombia,CO,1/1/18,4/16/20,<Null>,1.329999,0.042109,,,,,,,,,,,,,,,,,,,,,,,,,
737,Polygon,Puerto Santander,CO54553,<Null>,<Null>,<Null>,Norte de Santander,CO54,Colombia,CO,1/1/18,4/16/20,<Null>,0.500719,0.003686,,,,,,,,,,,,,,,,,,,,,,,,,
738,Polygon,Puerto Santander,CO91669,<Null>,<Null>,<Null>,Amazonas,CO91,Colombia,CO,1/1/18,4/16/20,<Null>,10.636046,1.195233,,,,,,,,,,,,,,,,,,,,,,,,,
739,Polygon,Puerto Tejada,CO19573,<Null>,<Null>,<Null>,Cauca,CO19,Colombia,CO,1/1/18,4/16/20,<Null>,0.637902,0.008864,,,,,,,,,,,,,,,,,,,,,,,,,
740,Polygon,Puerto Triunfo,CO05591,<Null>,<Null>,<Null>,Antioquia,CO05,Colombia,CO,1/1/18,4/16/20,<Null>,0.991287,0.030178,,,,,,,,,,,,,,,,,,,,,,,,,
741,Polygon,Puerto Wilches,CO68575,<Null>,<Null>,<Null>,Santander,CO68,Colombia,CO,1/1/18,4/16/20,<Null>,3.344748,0.123559,,,,,,,,,,,,,,,,,,,,,,,,,
742,Polygon,Pulí,CO25580,Puli,<Null>,<Null>,Cundinamarca,CO25,Colombia,CO,1/1/18,4/16/20,<Null>,0.665004,0.016111,,,,,,,,,,,,,,,,,,,,,,,,,
743,Polygon,Pupiales,CO52585,<Null>,<Null>,<Null>,Nariño,CO52,Colombia,CO,1/1/18,4/16/20,<Null>,0.591669,0.010494,,,,,,,,,,,,,,,,,,,,,,,,,
744,Polygon,Puracé,CO19585,Purace,<Null>,<Null>,Cauca,CO19,Colombia,CO,1/1/18,4/16/20,<Null>,1.746265,0.06886,,,,,,,,,,,,,,,,,,,,,,,,,
745,Polygon,Purificación,CO73585,Purificacion,<Null>,<Null>,Tolima,CO73,Colombia,CO,1/1/18,4/16/20,<Null>,1.460543,0.032741,,,,,,,,,,,,,,,,,,,,,,,,,
746,Polygon,Purísima de la Concepción,CO23586,Purisima de la Concepcion,<Null>,<Null>,Córdoba,CO23,Colombia,CO,1/1/18,4/16/20,<Null>,0.786692,0.009681,,,,,,,,,,,,,,,,,,,,,,,,,
747,Polygon,Quebradanegra,CO25592,<Null>,<Null>,<Null>,Cundinamarca,CO25,Colombia,CO,1/1/18,4/16/20,<Null>,0.401058,0.006512,,,,,,,,,,,,,,,,,,,,,,,,,
748,Polygon,Quetame,CO25594,<Null>,<Null>,<Null>,Cundinamarca,CO25,Colombia,CO,1/1/18,4/16/20,<Null>,0.59466,0.011229,,,,,,,,,,,,,,,,,,,,,,,,,
749,Polygon,Quibdó,CO27001,Quibdo,<Null>,<Null>,Chocó,CO27,Colombia,CO,1/1/18,4/16/20,<Null>,5.361054,0.285832,,,,,,,,,,,,,,,,,,,,,,,,,
750,Polygon,Quimbaya,CO63594,<Null>,<Null>,<Null>,Quindio,CO63,Colombia,CO,1/1/18,4/16/20,<Null>,0.674146,0.010872,,,,,,,,,,,,,,,,,,,,,,,,,
751,Polygon,Quinchía,CO66594,Quinchia,<Null>,<Null>,Risaralda,CO66,Colombia,CO,1/1/18,4/16/20,<Null>,0.499859,0.011423,,,,,,,,,,,,,,,,,,,,,,,,,
752,Polygon,Quípama,CO15580,Quipama,<Null>,<Null>,Boyacá,CO15,Colombia,CO,1/1/18,4/16/20,<Null>,0.830111,0.013656,,,,,,,,,,,,,,,,,,,,,,,,,
753,Polygon,Quipile,CO25596,<Null>,<Null>,<Null>,Cundinamarca,CO25,Colombia,CO,1/1/18,4/16/20,<Null>,0.613251,0.010409,,,,,,,,,,,,,,,,,,,,,,,,,
754,Polygon,Ragonvalia,CO54599,<Null>,<Null>,<Null>,Norte de Santander,CO54,Colombia,CO,1/1/18,4/16/20,<Null>,0.455016,0.008002,,,,,,,,,,,,,,,,,,,,,,,,,
755,Polygon,Ramiriquí,CO15599,Ramiriqui,<Null>,<Null>,Boyacá,CO15,Colombia,CO,1/1/18,4/16/20,<Null>,0.766957,0.010252,,,,,,,,,,,,,,,,,,,,,,,,,
756,Polygon,Ráquira,CO15600,Raquira,<Null>,<Null>,Boyacá,CO15,Colombia,CO,1/1/18,4/16/20,<Null>,0.78118,0.018007,,,,,,,,,,,,,,,,,,,,,,,,,
757,Polygon,Recetor,CO85279,<Null>,<Null>,<Null>,Casanare,CO85,Colombia,CO,1/1/18,4/16/20,<Null>,0.674577,0.014776,,,,,,,,,,,,,,,,,,,,,,,,,
758,Polygon,Regidor,CO13580,<Null>,<Null>,<Null>,Bolívar,CO13,Colombia,CO,1/1/18,4/16/20,<Null>,0.898605,0.015073,,,,,,,,,,,,,,,,,,,,,,,,,
759,Polygon,Remedios,CO05604,<Null>,<Null>,<Null>,Antioquia,CO05,Colombia,CO,1/1/18,4/16/20,<Null>,2.995088,0.162772,,,,,,,,,,,,,,,,,,,,,,,,,
760,Polygon,Remolino,CO47605,<Null>,<Null>,<Null>,Magdalena,CO47,Colombia,CO,1/1/18,4/16/20,<Null>,1.234068,0.049153,,,,,,,,,,,,,,,,,,,,,,,,,
761,Polygon,Repelón,CO08606,Repelon,<Null>,<Null>,Atlántico,CO08,Colombia,CO,1/1/18,4/16/20,<Null>,0.763511,0.029602,,,,,,,,,,,,,,,,,,,,,,,,,
762,Polygon,Restrepo,CO50606,<Null>,<Null>,<Null>,Meta,CO50,Colombia,CO,1/1/18,4/16/20,<Null>,1.961486,0.029738,,,,,,,,,,,,,,,,,,,,,,,,,
763,Polygon,Restrepo,CO76606,<Null>,<Null>,<Null>,Valle del Cauca,CO76,Colombia,CO,1/1/18,4/16/20,<Null>,0.596119,0.011071,,,,,,,,,,,,,,,,,,,,,,,,,
764,Polygon,Retiro,CO05607,<Null>,<Null>,<Null>,Antioquia,CO05,Colombia,CO,1/1/18,4/16/20,<Null>,0.753412,0.019886,,,,,,,,,,,,,,,,,,,,,,,,,
765,Polygon,Ricaurte,CO25612,<Null>,<Null>,<Null>,Cundinamarca,CO25,Colombia,CO,1/1/18,4/16/20,<Null>,0.75924,0.01045,,,,,,,,,,,,,,,,,,,,,,,,,
766,Polygon,Ricaurte,CO52612,<Null>,<Null>,<Null>,Nariño,CO52,Colombia,CO,1/1/18,4/16/20,<Null>,2.142931,0.085373,,,,,,,,,,,,,,,,,,,,,,,,,
767,Polygon,Río de Oro,CO20614,Rio de Oro,<Null>,<Null>,Cesar,CO20,Colombia,CO,1/1/18,4/16/20,<Null>,1.358458,0.045081,,,,,,,,,,,,,,,,,,,,,,,,,
768,Polygon,Río Iró,CO27580,Rio Iro,<Null>,<Null>,Chocó,CO27,Colombia,CO,1/1/18,4/16/20,<Null>,1.211113,0.02647,,,,,,,,,,,,,,,,,,,,,,,,,
769,Polygon,Río Quito,CO27600,Rio Quito,<Null>,<Null>,Chocó,CO27,Colombia,CO,1/1/18,4/16/20,<Null>,1.494709,0.056916,,,,,,,,,,,,,,,,,,,,,,,,,
770,Polygon,Río Viejo,CO13600,Rio Viejo,<Null>,<Null>,Bolívar,CO13,Colombia,CO,1/1/18,4/16/20,<Null>,3.03058,0.069408,,,,,,,,,,,,,,,,,,,,,,,,,
771,Polygon,Rioblanco,CO73616,<Null>,<Null>,<Null>,Tolima,CO73,Colombia,CO,1/1/18,4/16/20,<Null>,2.310584,0.166374,,,,,,,,,,,,,,,,,,,,,,,,,
772,Polygon,Riofrío,CO76616,Riofrio,<Null>,<Null>,Valle del Cauca,CO76,Colombia,CO,1/1/18,4/16/20,<Null>,1.005574,0.025052,,,,,,,,,,,,,,,,,,,,,,,,,
773,Polygon,Riohacha,CO44001,<Null>,<Null>,<Null>,La Guajira,CO44,Colombia,CO,1/1/18,4/16/20,<Null>,3.030613,0.255613,,,,,,,,,,,,,,,,,,,,,,,,,
774,Polygon,Rionegro,CO05615,<Null>,<Null>,<Null>,Antioquia,CO05,Colombia,CO,1/1/18,4/16/20,<Null>,0.890722,0.015999,,,,,,,,,,,,,,,,,,,,,,,,,
775,Polygon,Rionegro,CO68615,<Null>,<Null>,<Null>,Santander,CO68,Colombia,CO,1/1/18,4/16/20,<Null>,3.183091,0.095701,,,,,,,,,,,,,,,,,,,,,,,,,
776,Polygon,Riosucio,CO17614,<Null>,<Null>,<Null>,Caldas,CO17,Colombia,CO,1/1/18,4/16/20,<Null>,1.085485,0.031321,,,,,,,,,,,,,,,,,,,,,,,,,
777,Polygon,Riosucio,CO27615,<Null>,<Null>,<Null>,Chocó,CO27,Colombia,CO,1/1/18,4/16/20,<Null>,6.451324,0.621195,,,,,,,,,,,,,,,,,,,,,,,,,
778,Polygon,Risaralda,CO17616,<Null>,<Null>,<Null>,Caldas,CO17,Colombia,CO,1/1/18,4/16/20,<Null>,0.675439,0.007325,,,,,,,,,,,,,,,,,,,,,,,,,
779,Polygon,Rivera,CO41615,<Null>,<Null>,<Null>,Huila,CO41,Colombia,CO,1/1/18,4/16/20,<Null>,0.716565,0.020425,,,,,,,,,,,,,,,,,,,,,,,,,
780,Polygon,Roberto Payán,CO52621,Roberto Payan,<Null>,<Null>,Nariño,CO52,Colombia,CO,1/1/18,4/16/20,<Null>,2.353745,0.117819,,,,,,,,,,,,,,,,,,,,,,,,,
781,Polygon,Roldanillo,CO76622,<Null>,<Null>,<Null>,Valle del Cauca,CO76,Colombia,CO,1/1/18,4/16/20,<Null>,0.844311,0.019181,,,,,,,,,,,,,,,,,,,,,,,,,
782,Polygon,Roncesvalles,CO73622,<Null>,<Null>,<Null>,Tolima,CO73,Colombia,CO,1/1/18,4/16/20,<Null>,1.412255,0.063144,,,,,,,,,,,,,,,,,,,,,,,,,
783,Polygon,Rondón,CO15621,Rondon,<Null>,<Null>,Boyacá,CO15,Colombia,CO,1/1/18,4/16/20,<Null>,0.681104,0.016833,,,,,,,,,,,,,,,,,,,,,,,,,
784,Polygon,Rosas,CO19622,<Null>,<Null>,<Null>,Cauca,CO19,Colombia,CO,1/1/18,4/16/20,<Null>,0.715264,0.013717,,,,,,,,,,,,,,,,,,,,,,,,,
785,Polygon,Rovira,CO73624,<Null>,<Null>,<Null>,Tolima,CO73,Colombia,CO,1/1/18,4/16/20,<Null>,1.470568,0.060205,,,,,,,,,,,,,,,,,,,,,,,,,
786,Polygon,Sabana de Torres,CO68655,<Null>,<Null>,<Null>,Santander,CO68,Colombia,CO,1/1/18,4/16/20,<Null>,2.303213,0.114895,,,,,,,,,,,,,,,,,,,,,,,,,
787,Polygon,Sabanagrande,CO08634,<Null>,<Null>,<Null>,Atlántico,CO08,Colombia,CO,1/1/18,4/16/20,<Null>,0.30492,0.003563,,,,,,,,,,,,,,,,,,,,,,,,,
788,Polygon,Sabanalarga,CO05628,<Null>,<Null>,<Null>,Antioquia,CO05,Colombia,CO,1/1/18,4/16/20,<Null>,0.86699,0.021725,,,,,,,,,,,,,,,,,,,,,,,,,
789,Polygon,Sabanalarga,CO08638,<Null>,<Null>,<Null>,Atlántico,CO08,Colombia,CO,1/1/18,4/16/20,<Null>,0.954471,0.0327,,,,,,,,,,,,,,,,,,,,,,,,,
790,Polygon,Sabanalarga,CO85300,<Null>,<Null>,<Null>,Casanare,CO85,Colombia,CO,1/1/18,4/16/20,<Null>,1.103346,0.032673,,,,,,,,,,,,,,,,,,,,,,,,,
791,Polygon,Sabanas de San Ángel,CO47660,Sabanas de San Ángel,<Null>,<Null>,Magdalena,CO47,Colombia,CO,1/1/18,4/16/20,<Null>,2.48257,0.102198,,,,,,,,,,,,,,,,,,,,,,,,,
792,Polygon,Sabaneta,CO05631,<Null>,<Null>,<Null>,Antioquia,CO05,Colombia,CO,1/1/18,4/16/20,<Null>,0.172905,0.001293,,,,,,,,,,,,,,,,,,,,,,,,,
793,Polygon,Saboyá,CO15632,Saboya,<Null>,<Null>,Boyacá,CO15,Colombia,CO,1/1/18,4/16/20,<Null>,0.792251,0.020298,,,,,,,,,,,,,,,,,,,,,,,,,
794,Polygon,Sácama,CO85315,Sacama,<Null>,<Null>,Casanare,CO85,Colombia,CO,1/1/18,4/16/20,<Null>,1.075217,0.025478,,,,,,,,,,,,,,,,,,,,,,,,,
795,Polygon,Sáchica,CO15638,Sachica,<Null>,<Null>,Boyacá,CO15,Colombia,CO,1/1/18,4/16/20,<Null>,0.386355,0.005217,,,,,,,,,,,,,,,,,,,,,,,,,
796,Polygon,Sahagún,CO23660,Sahagun,<Null>,<Null>,Córdoba,CO23,Colombia,CO,1/1/18,4/16/20,<Null>,2.106071,0.079248,,,,,,,,,,,,,,,,,,,,,,,,,
